Ward,Precinct,Precinct Code,Emanuel,%,Del Valle,%,M-B,%,Chico,%,Watkins,%,Walls,%,Total,,White,%,AA,%,Hispanic,%,Asian,%,Native Am,%,Hawaiian,%,Other,%,2 or More,%,Total,Majority
5,1,5001,149,52.84%,18,6.38%,60,21.28%,38,13.48%,12,4.26%,5,1.77%,282,,6,1.15%,502,96.35%,5,0.96%,2,0.38%,0,0.00%,0,0.00%,1,0.19%,5,0.96%,521,AA
5,2,5002,117,59.69%,5,2.55%,38,19.39%,23,11.73%,6,3.06%,7,3.57%,196,,5,0.81%,593,95.80%,10,1.62%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,9,1.45%,619,AA
5,3,5003,74,60.16%,16,13.01%,13,10.57%,14,11.38%,2,1.63%,4,3.25%,123,,315,50.08%,169,26.87%,29,4.61%,86,13.67%,1,0.16%,0,0.00%,2,0.32%,28,4.45%,629,White
5,4,5004,97,55.75%,5,2.87%,51,29.31%,15,8.62%,5,2.87%,1,0.57%,174,,5,1.13%,426,95.95%,8,1.80%,1,0.23%,0,0.00%,0,0.00%,0,0.00%,5,1.13%,444,AA
5,5,5005,121,60.50%,9,4.50%,47,23.50%,13,6.50%,5,2.50%,5,2.50%,200,,11,1.29%,794,93.30%,16,1.88%,5,0.59%,3,0.35%,0,0.00%,1,0.12%,21,2.47%,851,AA
5,6,5006,145,52.16%,7,2.52%,72,25.90%,36,12.95%,13,4.68%,5,1.80%,278,,4,0.40%,959,96.19%,15,1.50%,0,0.00%,4,0.40%,0,0.00%,3,0.30%,11,1.10%,997,AA
5,7,5007,145,53.90%,19,7.06%,69,25.65%,24,8.92%,10,3.72%,2,0.74%,269,,12,1.58%,724,95.26%,13,1.71%,2,0.26%,0,0.00%,0,0.00%,0,0.00%,9,1.18%,760,AA
5,8,5008,240,72.73%,51,15.45%,10,3.03%,25,7.58%,2,0.61%,1,0.30%,330,,616,30800.00%,57,2850.00%,48,2400.00%,158,7900.00%,0,0.00%,0,0.00%,5,250.00%,31,1550.00%,2,White
5,9,5009,130,55.56%,5,2.14%,48,20.51%,37,15.81%,10,4.27%,4,1.71%,234,,6,0.73%,785,96.08%,12,1.47%,0,0.00%,0,0.00%,0,0.00%,1,0.12%,13,1.59%,817,AA
5,10,5010,118,62.11%,10,5.26%,36,18.95%,16,8.42%,5,2.63%,5,2.63%,190,,5,0.55%,861,94.00%,18,1.97%,4,0.44%,3,0.33%,0,0.00%,0,0.00%,26,2.84%,916,AA
5,11,5011,142,63.39%,29,12.95%,21,9.38%,25,11.16%,3,1.34%,4,1.79%,224,,128,44.91%,104,36.49%,21,7.37%,21,7.37%,0,0.00%,0,0.00%,1,0.35%,10,3.51%,285,Mixed
5,12,5012,104,64.20%,7,4.32%,22,13.58%,19,11.73%,7,4.32%,3,1.85%,162,,9,0.53%,"1,647",96.09%,31,1.81%,5,0.29%,4,0.23%,0,0.00%,1,0.06%,16,0.93%,"1,714",AA
5,13,5013,120,51.28%,16,6.84%,63,26.92%,16,6.84%,11,4.70%,8,3.42%,234,,32,4.13%,695,89.79%,18,2.33%,4,0.52%,2,0.26%,0,0.00%,1,0.13%,20,2.58%,774,AA
5,14,5014,206,58.86%,50,14.29%,49,14.00%,28,8.00%,9,2.57%,8,2.29%,350,,192,44.96%,156,36.53%,32,7.49%,32,7.49%,0,0.00%,0,0.00%,1,0.23%,15,3.51%,427,Mixed
5,15,5015,145,65.32%,27,12.16%,34,15.32%,14,6.31%,2,0.90%,0,0.00%,222,,332,30.60%,581,53.55%,53,4.88%,81,7.47%,2,0.18%,0,0.00%,2,0.18%,35,3.23%,"1,085",AA
5,16,5016,104,59.09%,10,5.68%,32,18.18%,20,11.36%,7,3.98%,3,1.70%,176,,15,2.29%,617,94.34%,9,1.38%,2,0.31%,0,0.00%,0,0.00%,0,0.00%,11,1.68%,654,AA
5,17,5017,150,66.67%,7,3.11%,42,18.67%,19,8.44%,3,1.33%,4,1.78%,225,,11,1.89%,544,93.63%,12,2.07%,1,0.17%,1,0.17%,0,0.00%,1,0.17%,11,1.89%,581,AA
5,18,5018,156,66.38%,13,5.53%,37,15.74%,16,6.81%,6,2.55%,7,2.98%,235,,180,30.61%,315,53.57%,29,4.93%,44,7.48%,1,0.17%,0,0.00%,1,0.17%,19,3.23%,588,AA
5,19,5019,66,58.41%,5,4.42%,21,18.58%,8,7.08%,7,6.19%,6,5.31%,113,,3,0.72%,400,95.92%,6,1.44%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,7,1.68%,417,AA
5,20,5020,68,66.67%,3,2.94%,10,9.80%,15,14.71%,4,3.92%,2,1.96%,102,,7,1.05%,636,95.78%,10,1.51%,0,0.00%,1,0.15%,0,0.00%,0,0.00%,9,1.36%,664,AA
5,21,5021,161,66.53%,11,4.55%,49,20.25%,6,2.48%,11,4.55%,4,1.65%,242,,23,1.86%,"1,159",93.69%,25,2.02%,1,0.08%,1,0.08%,0,0.00%,2,0.16%,24,1.94%,"1,237",AA
5,22,5022,160,59.70%,16,5.97%,59,22.01%,19,7.09%,9,3.36%,5,1.87%,268,,7,3.61%,179,92.27%,3,1.55%,2,1.03%,1,0.52%,0,0.00%,1,0.52%,2,1.03%,194,AA
5,23,5023,89,56.69%,3,1.91%,36,22.93%,14,8.92%,11,7.01%,3,1.91%,157,,17,1.24%,"1,311",95.62%,21,1.53%,0,0.00%,4,0.29%,1,0.07%,0,0.00%,16,1.17%,"1,371",AA
5,24,5024,174,71.90%,15,6.20%,29,11.98%,21,8.68%,1,0.41%,2,0.83%,242,,15,#DIV/0!,9,#DIV/0!,2,#DIV/0!,3,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,1,#DIV/0!,,#DIV/0!
5,25,5025,142,61.21%,7,3.02%,51,21.98%,19,8.19%,12,5.17%,1,0.43%,232,,11,1.91%,540,93.59%,12,2.08%,1,0.17%,1,0.17%,0,0.00%,1,0.17%,11,1.91%,577,AA
5,26,5026,173,62.01%,5,1.79%,55,19.71%,22,7.89%,16,5.73%,8,2.87%,279,,5,1.37%,344,94.51%,6,1.65%,1,0.27%,1,0.27%,0,0.00%,1,0.27%,6,1.65%,364,AA
5,27,5027,197,63.55%,51,16.45%,15,4.84%,40,12.90%,7,2.26%,0,0.00%,310,,771,63.93%,68,5.64%,80,6.63%,229,18.99%,1,0.08%,0,0.00%,3,0.25%,53,4.39%,"1,206",White
5,28,5028,174,64.68%,4,1.49%,57,21.19%,21,7.81%,7,2.60%,6,2.23%,269,,23,1.91%,"1,129",93.85%,25,2.08%,1,0.08%,1,0.08%,0,0.00%,1,0.08%,23,1.91%,"1,203",AA
5,29,5029,138,58.23%,14,5.91%,45,18.99%,25,10.55%,6,2.53%,9,3.80%,237,,7,2.20%,297,93.40%,5,1.57%,2,0.63%,1,0.31%,0,0.00%,1,0.31%,5,1.57%,318,AA
5,30,5030,153,65.38%,34,14.53%,17,7.26%,27,11.54%,4,1.71%,0,0.00%,234,,295,66.74%,34,7.69%,16,3.62%,76,17.19%,1,0.23%,0,0.00%,1,0.23%,18,4.07%,442,White
5,31,5031,143,62.72%,10,4.39%,43,18.86%,21,9.21%,7,3.07%,4,1.75%,228,,9,0.98%,894,96.86%,7,0.76%,2,0.22%,1,0.11%,0,0.00%,2,0.22%,8,0.87%,923,AA
5,32,5032,250,61.27%,20,4.90%,78,19.12%,38,9.31%,13,3.19%,9,2.21%,408,,4,3.13%,118,92.19%,2,1.56%,1,0.78%,0,0.00%,0,0.00%,0,0.00%,2,1.56%,128,AA
5,33,5033,116,63.04%,6,3.26%,52,28.26%,4,2.17%,4,2.17%,2,1.09%,184,,3,2.65%,107,94.69%,1,0.88%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,1,0.88%,113,AA
5,34,5034,192,66.90%,10,3.48%,55,19.16%,19,6.62%,7,2.44%,4,1.39%,287,,6,1.14%,506,96.38%,5,0.95%,2,0.38%,0,0.00%,0,0.00%,1,0.19%,5,0.95%,525,AA
5,35,5035,130,66.67%,20,10.26%,22,11.28%,15,7.69%,5,2.56%,3,1.54%,195,,125,#DIV/0!,76,#DIV/0!,16,#DIV/0!,26,#DIV/0!,0,#DIV/0!,0,#DIV/0!,1,#DIV/0!,8,#DIV/0!,0,#DIV/0!
5,36,5036,71,63.39%,1,0.89%,22,19.64%,9,8.04%,8,7.14%,1,0.89%,112,,4,0.54%,716,96.63%,10,1.35%,0,0.00%,1,0.13%,0,0.00%,0,0.00%,9,1.21%,741,AA
5,37,5037,118,59.60%,27,13.64%,17,8.59%,29,14.65%,6,3.03%,1,0.51%,198,,54,#DIV/0!,33,#DIV/0!,7,#DIV/0!,11,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,4,#DIV/0!,0,#DIV/0!
5,38,5038,197,67.01%,41,13.95%,25,8.50%,23,7.82%,6,2.04%,2,0.68%,294,,107,2675.00%,65,1625.00%,14,350.00%,22,550.00%,0,0.00%,0,0.00%,1,25.00%,7,175.00%,4,White
5,39,5039,230,69.07%,53,15.92%,14,4.20%,34,10.21%,2,0.60%,0,0.00%,333,,696,#DIV/0!,153,#DIV/0!,63,#DIV/0!,170,#DIV/0!,0,#DIV/0!,0,#DIV/0!,5,#DIV/0!,38,#DIV/0!,0,#DIV/0!
5,40,5040,150,71.09%,3,1.42%,32,15.17%,14,6.64%,10,4.74%,2,0.95%,211,,13,0.93%,"1,349",96.84%,11,0.79%,3,0.22%,1,0.07%,0,0.00%,3,0.22%,12,0.86%,"1,393",AA
5,41,5041,174,71.60%,37,15.23%,4,1.65%,28,11.52%,0,0.00%,0,0.00%,243,,850,111.11%,81,10.59%,54,7.06%,218,28.50%,1,0.13%,0,0.00%,5,0.65%,49,6.41%,765,White
5,42,5042,169,64.26%,9,3.42%,55,20.91%,17,6.46%,10,3.80%,3,1.14%,263,,4,0.58%,666,96.66%,10,1.45%,0,0.00%,1,0.15%,0,0.00%,0,0.00%,8,1.16%,689,AA
5,43,5043,146,56.81%,13,5.06%,69,26.85%,19,7.39%,6,2.33%,4,1.56%,257,,"1,260",27.96%,"4,889",108.48%,223,4.95%,267,5.92%,11,0.24%,1,0.02%,17,0.38%,136,3.02%,"4,507",AA
5,44,5044,161,60.98%,14,5.30%,40,15.15%,29,10.98%,12,4.55%,9,3.41%,264,,32,1.42%,"2,128",94.49%,38,1.69%,6,0.27%,8,0.36%,0,0.00%,6,0.27%,34,1.51%,"2,252",AA
5,45,5045,71,57.26%,3,2.42%,39,31.45%,4,3.23%,3,2.42%,4,3.23%,124,,3,0.73%,397,96.13%,5,1.21%,0,0.00%,2,0.48%,0,0.00%,0,0.00%,5,1.21%,413,AA
5,46,5046,164,66.40%,31,12.55%,19,7.69%,29,11.74%,3,1.21%,1,0.40%,247,,674,44.81%,547,36.37%,112,7.45%,112,7.45%,2,0.13%,1,0.07%,3,0.20%,53,3.52%,"1,504",Mixed
5,47,5047,113,63.13%,8,4.47%,37,20.67%,10,5.59%,8,4.47%,1,0.56%,179,,7,1.06%,635,96.36%,7,1.06%,1,0.15%,1,0.15%,0,0.00%,1,0.15%,7,1.06%,659,AA
5,48,5048,106,57.61%,24,13.04%,28,15.22%,21,11.41%,3,1.63%,2,1.09%,184,,242,44.73%,197,36.41%,40,7.39%,40,7.39%,1,0.18%,0,0.00%,1,0.18%,19,3.51%,541,Mixed
5,49,5049,30,52.63%,2,3.51%,16,28.07%,8,14.04%,0,0.00%,1,1.75%,57,,3,0.55%,527,96.52%,8,1.47%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,7,1.28%,546,AA
5,50,5050,116,69.05%,1,0.60%,31,18.45%,12,7.14%,4,2.38%,4,2.38%,168,,8,0.67%,"1,147",96.22%,19,1.59%,1,0.08%,1,0.08%,0,0.00%,1,0.08%,16,1.34%,"1,192",AA
5,51,5051,82,55.41%,5,3.38%,36,24.32%,18,12.16%,7,4.73%,1,0.68%,148,,7,0.74%,886,94.16%,18,1.91%,3,0.32%,2,0.21%,0,0.00%,0,0.00%,24,2.55%,941,AA
5,52,5052,4,80.00%,1,20.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,5,,473,61.91%,36,4.71%,64,8.38%,153,20.03%,0,0.00%,0,0.00%,2,0.26%,34,4.45%,764,White
5,53,5053,183,64.89%,29,10.28%,31,10.99%,26,9.22%,10,3.55%,3,1.06%,282,,133,37.36%,126,35.39%,24,6.74%,55,15.45%,2,0.56%,0,0.00%,2,0.56%,14,3.93%,356,Mixed
5,54,5054,208,57.14%,20,5.49%,77,21.15%,39,10.71%,6,1.65%,14,3.85%,364,,27,2.25%,"1,132",94.49%,19,1.59%,2,0.17%,1,0.08%,0,0.00%,1,0.08%,16,1.34%,"1,198",AA
5,55,5055,161,73.52%,6,2.74%,26,11.87%,22,10.05%,1,0.46%,3,1.37%,219,,4,2.67%,142,94.67%,1,0.67%,0,0.00%,0,0.00%,0,0.00%,1,0.67%,2,1.33%,150,AA
6,1,6001,176,54.66%,13,4.04%,86,26.71%,34,10.56%,7,2.17%,6,1.86%,322,,3,0.37%,799,97.32%,6,0.73%,1,0.12%,1,0.12%,0,0.00%,0,0.00%,11,1.34%,821,AA
6,2,6002,148,53.62%,11,3.99%,71,25.72%,30,10.87%,11,3.99%,5,1.81%,276,,4,0.61%,641,97.86%,4,0.61%,0,0.00%,0,0.00%,0,0.00%,1,0.15%,5,0.76%,655,AA
6,3,6003,188,63.73%,7,2.37%,66,22.37%,16,5.42%,13,4.41%,5,1.69%,295,,4,0.39%,"1,003",97.10%,7,0.68%,1,0.10%,2,0.19%,0,0.00%,0,0.00%,15,1.45%,"1,033",AA
6,4,6004,99,54.70%,1,0.55%,58,32.04%,12,6.63%,4,2.21%,7,3.87%,181,,7,0.52%,"1,303",97.46%,14,1.05%,0,0.00%,3,0.22%,0,0.00%,1,0.07%,10,0.75%,"1,337",AA
6,5,6005,74,64.35%,2,1.74%,27,23.48%,6,5.22%,6,5.22%,0,0.00%,115,,2,0.40%,485,97.78%,5,1.01%,0,0.00%,1,0.20%,0,0.00%,0,0.00%,4,0.81%,496,AA
6,6,6006,135,58.19%,11,4.74%,55,23.71%,21,9.05%,5,2.16%,5,2.16%,232,,3,0.58%,503,97.29%,5,0.97%,0,0.00%,1,0.19%,0,0.00%,0,0.00%,5,0.97%,517,AA
6,7,6007,150,63.83%,4,1.70%,49,20.85%,22,9.36%,9,3.83%,0,0.00%,235,,5,0.49%,"1,005",97.67%,8,0.78%,0,0.00%,1,0.10%,0,0.00%,2,0.19%,7,0.68%,"1,029",AA
6,8,6008,201,58.26%,8,2.32%,92,26.67%,24,6.96%,10,2.90%,10,2.90%,345,,3,0.37%,788,96.69%,14,1.72%,0,0.00%,2,0.25%,0,0.00%,0,0.00%,8,0.98%,815,AA
6,9,6009,147,56.76%,11,4.25%,60,23.17%,20,7.72%,16,6.18%,5,1.93%,259,,3,0.47%,622,97.65%,3,0.47%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,8,1.26%,637,AA
6,10,6010,235,62.83%,9,2.41%,91,24.33%,25,6.68%,6,1.60%,8,2.14%,374,,1,0.31%,311,97.19%,2,0.63%,0,0.00%,1,0.31%,0,0.00%,0,0.00%,5,1.56%,320,AA
6,11,6011,156,58.87%,13,4.91%,61,23.02%,22,8.30%,7,2.64%,6,2.26%,265,,5,0.58%,839,97.33%,10,1.16%,1,0.12%,1,0.12%,0,0.00%,0,0.00%,8,0.93%,862,AA
6,12,6012,114,61.29%,6,3.23%,42,22.58%,11,5.91%,8,4.30%,5,2.69%,186,,6,0.59%,979,96.93%,12,1.19%,0,0.00%,3,0.30%,0,0.00%,1,0.10%,7,0.69%,"1,010",AA
6,13,6013,148,66.97%,2,0.90%,54,24.43%,7,3.17%,6,2.71%,4,1.81%,221,,1,0.20%,488,97.21%,3,0.60%,0,0.00%,3,0.60%,0,0.00%,0,0.00%,6,1.20%,502,AA
6,14,6014,145,59.18%,10,4.08%,52,21.22%,25,10.20%,9,3.67%,4,1.63%,245,,11,1.22%,867,95.91%,9,1.00%,0,0.00%,1,0.11%,0,0.00%,2,0.22%,15,1.66%,904,AA
6,15,6015,103,62.80%,3,1.83%,33,20.12%,12,7.32%,9,5.49%,4,2.44%,164,,4,0.31%,"1,244",97.57%,12,0.94%,0,0.00%,2,0.16%,0,0.00%,0,0.00%,12,0.94%,"1,275",AA
6,16,6016,187,59.18%,9,2.85%,71,22.47%,25,7.91%,19,6.01%,5,1.58%,316,,3,0.37%,791,96.70%,14,1.71%,0,0.00%,2,0.24%,0,0.00%,0,0.00%,8,0.98%,818,AA
6,17,6017,165,52.72%,13,4.15%,86,27.48%,33,10.54%,6,1.92%,10,3.19%,313,,3,0.39%,756,97.55%,4,0.52%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,10,1.29%,775,AA
6,18,6018,85,59.03%,1,0.69%,26,18.06%,14,9.72%,13,9.03%,2,1.39%,144,,5,0.47%,"1,028",96.53%,12,1.13%,7,0.66%,3,0.28%,0,0.00%,1,0.09%,8,0.75%,"1,065",AA
6,19,6019,163,55.63%,13,4.44%,68,23.21%,27,9.22%,16,5.46%,6,2.05%,293,,5,0.45%,"1,075",97.55%,9,0.82%,0,0.00%,1,0.09%,0,0.00%,0,0.00%,10,0.91%,"1,102",AA
6,20,6020,148,63.52%,9,3.86%,46,19.74%,17,7.30%,11,4.72%,2,0.86%,233,,1,0.15%,666,97.80%,7,1.03%,0,0.00%,1,0.15%,0,0.00%,0,0.00%,4,0.59%,681,AA
6,21,6021,159,58.67%,6,2.21%,66,24.35%,23,8.49%,15,5.54%,2,0.74%,271,,8,1.23%,619,95.52%,6,0.93%,2,0.31%,1,0.15%,1,0.15%,1,0.15%,10,1.54%,648,AA
6,22,6022,145,60.92%,6,2.52%,52,21.85%,25,10.50%,7,2.94%,3,1.26%,238,,16,1.31%,"1,159",95.23%,12,0.99%,4,0.33%,2,0.16%,3,0.25%,3,0.25%,20,1.64%,"1,217",AA
6,23,6023,141,66.82%,4,1.90%,41,19.43%,17,8.06%,4,1.90%,4,1.90%,211,,1,0.21%,454,95.58%,13,2.74%,0,0.00%,1,0.21%,0,0.00%,1,0.21%,5,1.05%,475,AA
6,24,6024,132,56.90%,6,2.59%,57,24.57%,19,8.19%,12,5.17%,6,2.59%,232,,4,0.54%,732,97.99%,3,0.40%,0,0.00%,0,0.00%,0,0.00%,1,0.13%,6,0.80%,747,AA
6,25,6025,122,68.16%,2,1.12%,35,19.55%,11,6.15%,7,3.91%,2,1.12%,179,,1,0.19%,500,97.09%,4,0.78%,0,0.00%,3,0.58%,0,0.00%,0,0.00%,6,1.17%,515,AA
6,26,6026,171,60.00%,12,4.21%,63,22.11%,25,8.77%,9,3.16%,5,1.75%,285,,3,0.37%,793,97.18%,5,0.61%,0,0.00%,5,0.61%,0,0.00%,0,0.00%,10,1.23%,816,AA
6,27,6027,184,58.41%,8,2.54%,67,21.27%,33,10.48%,15,4.76%,8,2.54%,315,,3,0.36%,818,97.50%,10,1.19%,2,0.24%,0,0.00%,0,0.00%,1,0.12%,7,0.83%,839,AA
6,28,6028,238,53.72%,9,2.03%,121,27.31%,57,12.87%,10,2.26%,8,1.81%,443,,3,0.29%,"1,000",97.47%,12,1.17%,2,0.19%,0,0.00%,0,0.00%,1,0.10%,8,0.78%,"1,026",AA
6,29,6029,184,55.93%,11,3.34%,83,25.23%,32,9.73%,10,3.04%,9,2.74%,329,,5,0.56%,860,96.74%,10,1.12%,1,0.11%,1,0.11%,0,0.00%,1,0.11%,11,1.24%,889,AA
6,30,6030,132,62.26%,3,1.42%,41,19.34%,18,8.49%,11,5.19%,7,3.30%,212,,2,0.20%,961,96.97%,8,0.81%,1,0.10%,5,0.50%,0,0.00%,0,0.00%,13,1.31%,991,AA
6,31,6031,183,59.22%,7,2.27%,69,22.33%,33,10.68%,11,3.56%,6,1.94%,309,,4,0.58%,671,96.69%,8,1.15%,1,0.14%,1,0.14%,0,0.00%,1,0.14%,9,1.30%,694,AA
6,32,6032,137,58.80%,5,2.15%,62,26.61%,20,8.58%,3,1.29%,6,2.58%,233,,4,0.38%,"1,022",97.24%,13,1.24%,1,0.10%,2,0.19%,0,0.00%,1,0.10%,9,0.86%,"1,051",AA
6,33,6033,182,59.09%,10,3.25%,61,19.81%,33,10.71%,11,3.57%,11,3.57%,308,,4,0.42%,927,97.27%,11,1.15%,1,0.10%,2,0.21%,0,0.00%,1,0.10%,8,0.84%,953,AA
6,34,6034,124,59.62%,5,2.40%,50,24.04%,19,9.13%,8,3.85%,2,0.96%,208,,1,0.13%,760,97.44%,9,1.15%,1,0.13%,2,0.26%,0,0.00%,1,0.13%,6,0.77%,780,AA
