"Elec"
"Emanuel","Emanuel_Pct","Pct","Votes Cast","Wilson","Wilson_Pct","property10","property7","property8","property9"
"541","90.92%","49","595","47","7.90%","0.50%","4","0.67%","3"
"265","62.65%","50","423","143","33.81%","0.71%","12","2.84%","3"
"309","55.28%","51","559","238","42.58%","0.72%","8","1.43%","4"
"173","47.14%","52","367","182","49.59%","1.09%","8","2.18%","4"
"263","59.50%","53","442","169","38.24%","0.68%","7","1.58%","3"
"190","44.19%","54","430","235","54.65%","0.23%","4","0.93%","1"
"235","46.72%","55","503","256","50.89%","0.40%","10","1.99%","2"
"373","70.64%","56","528","153","28.98%","0.00%","2","0.38%","0"
"419","74.03%","57","566","139","24.56%","1.24%","1","0.18%","7"
"183","39.27%","58","466","280","60.09%","0.21%","2","0.43%","1"
"","%","","Votes Cast","","%","%","","%",""
"526","99.25%","1","530","1","0.19%","0.57%","0","0.00%","3"
"473","99.16%","2","477","2","0.42%","0.42%","0","0.00%","2"
"465","99.57%","3","467","2","0.43%","0.00%","0","0.00%","0"
"330","95.10%","4","347","16","4.61%","0.29%","0","0.00%","1"
"536","98.35%","5","545","9","1.65%","0.00%","0","0.00%","0"
"557","99.64%","6","559","0","0.00%","0.00%","2","0.36%","0"
"503","99.21%","7","507","3","0.59%","0.20%","0","0.00%","1"
"516","99.42%","8","519","2","0.39%","0.19%","0","0.00%","1"
"561","99.12%","9","566","3","0.53%","0.00%","2","0.35%","0"
"507","99.02%","10","512","5","0.98%","0.00%","0","0.00%","0"
"672","99.70%","11","674","0","0.00%","0.00%","2","0.30%","0"
"446","99.33%","12","449","3","0.67%","0.00%","0","0.00%","0"
"676","99.56%","13","679","2","0.29%","0.15%","0","0.00%","1"
"446","99.78%","14","447","0","0.00%","0.00%","1","0.22%","0"
"284","89.87%","15","316","29","9.18%","0.32%","2","0.63%","1"
"502","96.17%","16","522","13","2.49%","1.34%","0","0.00%","7"
"326","94.77%","17","344","15","4.36%","0.29%","2","0.58%","1"
"464","99.57%","18","466","1","0.21%","0.00%","1","0.21%","0"
"530","99.44%","19","533","1","0.19%","0.19%","1","0.19%","1"
"","%","","Votes Cast","","%","%","","%",""
"286","91.67%","20","312","25","8.01%","0.32%","0","0.00%","1"
"587","99.32%","21","591","3","0.51%","0.17%","0","0.00%","1"
"612","97.92%","22","625","8","1.28%","0.48%","2","0.32%","3"
"644","99.69%","23","646","2","0.31%","0.00%","0","0.00%","0"
"530","97.43%","24","544","9","1.65%","0.00%","5","0.92%","0"
"508","99.22%","25","512","3","0.59%","0.00%","1","0.20%","0"
"484","96.61%","26","501","9","1.80%","1.40%","1","0.20%","7"
"411","99.28%","27","414","3","0.72%","0.00%","0","0.00%","0"
"385","99.48%","28","387","2","0.52%","0.00%","0","0.00%","0"
"673","99.26%","29","678","5","0.74%","0.00%","0","0.00%","0"
"304","99.67%","30","305","1","0.33%","0.00%","0","0.00%","0"
"18195","98.49%","","","208","1.13%","0.20%","34","0.18%","37"
"655","99.70%","31","657","2","0.30%","0.00%","0","0.00%","0"
"615","99.03%","32","621","6","0.97%","0.00%","0","0.00%","0"
"387","98.98%","33","391","2","0.51%","0.00%","2","0.51%","0"
"531","94.65%","34","561","16","2.85%","1.07%","8","1.43%","6"
"696","99.29%","35","701","3","0.43%","0.00%","2","0.29%","0"
"330","99.70%","36","331","1","0.30%","0.00%","0","0.00%","0"
"237","99.58%","37","238","1","0.42%","0.00%","0","0.00%","0"
"","%","","Votes Cast","","%","%","","%",""
"560","99.47%","1","563","2","0.36%","0.00%","1","0.18%","0"
"497","99.80%","2","498","1","0.20%","0.00%","0","0.00%","0"
"514","99.23%","3","518","2","0.39%","0.19%","1","0.19%","1"
"594","99.50%","4","597","3","0.50%","0.00%","0","0.00%","0"
"506","98.64%","5","513","7","1.36%","0.00%","0","0.00%","0"
"530","99.25%","6","534","2","0.37%","0.19%","1","0.19%","1"
"538","99.81%","7","539","1","0.19%","0.00%","0","0.00%","0"
"545","99.45%","8","548","1","0.18%","0.18%","1","0.18%","1"
"551","99.82%","9","552","1","0.18%","0.00%","0","0.00%","0"
"519","98.67%","10","526","5","0.95%","0.38%","0","0.00%","2"
"550","99.46%","11","553","2","0.36%","0.18%","0","0.00%","1"
"539","99.63%","12","541","2","0.37%","0.00%","0","0.00%","0"
"553","98.57%","13","561","8","1.43%","0.00%","0","0.00%","0"
"609","98.54%","14","618","6","0.97%","0.32%","1","0.16%","2"
"523","99.05%","15","528","4","0.76%","0.19%","0","0.00%","1"
"551","99.82%","16","552","0","0.00%","0.00%","1","0.18%","0"
"490","98.99%","17","495","3","0.61%","0.20%","1","0.20%","1"
"625","99.36%","18","629","2","0.32%","0.16%","1","0.16%","1"
"537","99.26%","19","541","3","0.55%","0.00%","1","0.18%","0"
"503","99.41%","20","506","1","0.20%","0.20%","1","0.20%","1"
"502","99.60%","21","504","1","0.20%","0.20%","0","0.00%","1"
"498","98.22%","22","507","8","1.58%","0.00%","1","0.20%","0"
"511","99.61%","23","513","1","0.19%","0.19%","0","0.00%","1"
"538","100.00%","24","538","0","0.00%","0.00%","0","0.00%","0"
"506","99.80%","25","507","0","0.00%","0.20%","0","0.00%","1"
"555","99.28%","26","559","4","0.72%","0.00%","0","0.00%","0"
"545","99.45%","27","548","2","0.36%","0.00%","1","0.18%","0"
"","%","","Votes Cast","","%","%","","%",""
"548","99.64%","28","550","1","0.18%","0.18%","0","0.00%","1"
"552","99.64%","29","554","0","0.00%","0.00%","2","0.36%","0"
"522","99.81%","30","523","1","0.19%","0.00%","0","0.00%","0"
"352","99.44%","31","354","2","0.56%","0.00%","0","0.00%","0"
"498","98.42%","32","506","6","1.19%","0.00%","2","0.40%","0"
"525","99.06%","33","530","3","0.57%","0.38%","0","0.00%","2"
"584","99.66%","34","586","2","0.34%","0.00%","0","0.00%","0"
"518","98.85%","35","524","4","0.76%","0.00%","2","0.38%","0"
"569","98.61%","36","577","6","1.04%","0.35%","0","0.00%","2"
"455","98.48%","37","462","5","1.08%","0.43%","0","0.00%","2"
"617","99.52%","38","620","3","0.48%","0.00%","0","0.00%","0"
"524","99.62%","39","526","1","0.19%","0.19%","0","0.00%","1"
"566","99.12%","40","571","3","0.53%","0.18%","1","0.18%","1"
"530","98.51%","41","538","7","1.30%","0.19%","0","0.00%","1"
"572","98.96%","42","578","6","1.04%","0.00%","0","0.00%","0"
"569","99.48%","43","572","3","0.52%","0.00%","0","0.00%","0"
"28722","99.28%","","","158","0.55%","0.10%","20","0.07%","29"
"530","99.62%","44","532","2","0.38%","0.00%","0","0.00%","0"
"576","99.31%","45","580","4","0.69%","0.00%","0","0.00%","0"
"540","98.90%","46","546","5","0.92%","0.18%","0","0.00%","1"
"518","99.23%","47","522","4","0.77%","0.00%","0","0.00%","0"
"514","99.81%","48","515","1","0.19%","0.00%","0","0.00%","0"
